,Address,Ins,Outs,Balance,Label,In_amount,Out_amount,Total,First_in,Last_in,First_out,Last_out,Address_length,Percentage,Diff,Percentage_ins,Percentage_outs,Percentage_diff,Interval_in,Interval_out,Interval_diff,Interval_first,Interval_in_days,Interval_out_days,Interval_first_days,Avg_acc_in,Avg_acc_out,Diff_avg_acc,Last_transaction,Interval_from_last_tx,Interval_from_last_tx_days,Last_future,genesis,First in,genesis_to_first_in,genesis_to_first_in_days
48,34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBP,3.0,0.0,16307,,16306.54652746,0.0,3.0,2021-10-22 22:49:00,2022-06-24 23:55:00,,,34,0.08541304700923127,3.0,100.0,0.0,100.0,245 days 01:06:00.000000000,,,,245.0,,,66.55733276514286,,,2022-06-24 23:55:00,17 days 17:05:00.000000000,17.0,False,2009-01-03 00:00:00,2021-10-22 22:49:00,4675 days 22:49:00.000000000,4675.0
49,1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,68.0,1.0,15746,,15745.56601902,0.01,69.0,2018-01-22 18:05:00,2022-06-23 01:21:00,2018-01-22 23:14:00,2018-01-22 23:14:00,34,0.082474632869771,67.0,98.55072463768117,1.4492753623188406,97.10144927536231,1612 days 07:16:00.000000000,0 days 00:00:00.000000000,1612 days 07:16:00.000000000,0 days 05:09:00.000000000,1612.0,0.0,0.0,9.767720855471463,inf,-inf,2022-06-23 01:21:00,19 days 15:39:00.000000000,19.0,False,2009-01-03 00:00:00,2018-01-22 18:05:00,3306 days 18:05:00.000000000,3306.0
50,1KUr81aewyTFUfnq4ZrpePZqXixd59ToNn,34.0,0.0,15000,,14999.99914699,0.0,34.0,2019-07-19 23:30:00,2022-06-17 02:55:00,,,34,0.07856722298022134,34.0,100.0,0.0,100.0,1063 days 03:25:00.000000000,,,,1063.0,,,14.11100578268109,,,2022-06-17 02:55:00,25 days 14:05:00.000000000,25.0,False,2009-01-03 00:00:00,2019-07-19 23:30:00,3849 days 23:30:00.000000000,3849.0
51,3BMEXqGpG4FxBA1KWhRFufXfSTRgzfDBhJÂ 3-of-4,119.0,118.0,14770,Exchange,,,237.0,2017-07-18 05:32:00,2021-05-14 15:12:00,2017-07-28 06:11:00,2021-05-14 15:12:00,42,0.07736252556119128,1.0,50.210970464135016,49.789029535864984,0.42194092827004215,1396 days 09:40:00.000000000,1386 days 09:01:00.000000000,10 days 00:39:00.000000000,10 days 00:39:00.000000000,1396.0,1386.0,10.0,,,,2021-05-14 15:12:00,424 days 01:48:00.000000000,424.0,False,2009-01-03 00:00:00,2017-07-18 05:32:00,3118 days 05:32:00.000000000,3118.0
52,3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9Â 4-of-8,45.0,28.0,14510,,,,73.0,2019-02-01 16:46:00,2022-03-08 18:56:00,2020-08-15 18:55:00,2022-03-23 14:25:00,42,0.07600069369620077,17.0,61.64383561643836,38.35616438356164,23.28767123287671,1131 days 02:10:00.000000000,584 days 19:30:00.000000000,546 days 06:40:00.000000000,561 days 02:09:00.000000000,1131.0,584.0,561.0,,,,2022-03-23 14:25:00,111 days 02:35:00.000000000,111.0,False,2009-01-03 00:00:00,2019-02-01 16:46:00,3681 days 16:46:00.000000000,3681.0
53,1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8,78.0,56.0,14500,,55300.00032226,40800.00013869,134.0,2018-09-28 16:43:00,2022-06-17 02:55:00,2020-03-17 14:28:00,2022-06-24 17:11:00,34,0.07594831554754727,22.0,58.2089552238806,41.7910447761194,16.417910447761194,1357 days 10:12:00.000000000,829 days 02:43:00.000000000,528 days 07:29:00.000000000,535 days 21:45:00.000000000,1357.0,829.0,535.0,40.75165830675019,49.21592296585042,-8.46426465910023,2022-06-24 17:11:00,17 days 23:49:00.000000000,17.0,False,2009-01-03 00:00:00,2018-09-28 16:43:00,3555 days 16:43:00.000000000,3555.0
54,1KVpuCfhftkzJ67ZUegaMuaYey7qni7pPj,17.0,2.0,14041,,14040.61980788,0.011476,19.0,2019-11-01 20:09:00,2022-06-17 02:55:00,2019-11-02 00:34:00,2022-06-04 14:59:00,34,0.07354415852435252,15.0,89.47368421052632,10.526315789473683,78.94736842105263,958 days 06:46:00.000000000,945 days 14:25:00.000000000,12 days 16:21:00.000000000,0 days 04:25:00.000000000,958.0,945.0,0.0,14.656179340167016,1.2143915343915345e-05,14.656167196251673,2022-06-17 02:55:00,25 days 14:05:00.000000000,25.0,False,2009-01-03 00:00:00,2019-11-01 20:09:00,3954 days 20:09:00.000000000,3954.0
55,1BZaYtmXka1y3Byi2yvXCDG92Tjz7ecwYj,52.0,0.0,14000,,14000.000715799999,0.0,52.0,2018-01-17 05:20:00,2022-06-17 02:55:00,,,34,0.07332940811487323,52.0,100.0,0.0,100.0,1611 days 21:35:00.000000000,,,,1611.0,,,8.690254944630663,,,2022-06-17 02:55:00,25 days 14:05:00.000000000,25.0,False,2009-01-03 00:00:00,2018-01-17 05:20:00,3301 days 05:20:00.000000000,3301.0
56,3EKWP3ZviLXudcoAfzammYQKwaz2zJKwQW,1708.0,1692.0,13938,,176370.78350655,162452.09205315,3400.0,2020-11-04 13:58:00,2022-07-12 12:21:00,2020-11-04 14:21:00,2022-07-12 12:21:00,34,0.07300466359322166,16.0,50.23529411764706,49.76470588235294,0.4705882352941176,614 days 22:23:00.000000000,614 days 22:00:00.000000000,0 days 00:23:00.000000000,0 days 00:23:00.000000000,614.0,614.0,0.0,287.24883307255703,264.57995448395764,22.668878588599398,2022-07-12 12:21:00,0 days 04:39:00.000000000,0.0,False,2009-01-03 00:00:00,2020-11-04 13:58:00,4323 days 13:58:00.000000000,4323.0
57,36rPiyFi4pZmnAyYbDTABqLN3WcWP6yJXSÂ 2-of-5,35.0,3.0,13500,,,,38.0,2018-09-25 19:16:00,2022-06-23 01:21:00,2018-09-25 19:16:00,2022-06-22 21:04:00,42,0.0707105006821992,32.0,92.10526315789474,7.894736842105263,84.21052631578947,1366 days 06:05:00.000000000,1366 days 01:48:00.000000000,0 days 04:17:00.000000000,0 days 00:00:00.000000000,1366.0,1366.0,0.0,,,,2022-06-23 01:21:00,19 days 15:39:00.000000000,19.0,False,2009-01-03 00:00:00,2018-09-25 19:16:00,3552 days 19:16:00.000000000,3552.0
58,bc1q4vxn43l44h30nkluqfxd9eckf45vr2awz38lwa,9.0,0.0,13003,,13003.02067014,0.0,9.0,2021-07-27 15:39:00,2022-06-17 02:55:00,,,42,0.0681073066941212,9.0,100.0,0.0,100.0,324 days 11:16:00.000000000,,,,324.0,,,40.13277984611111,,,2022-06-17 02:55:00,25 days 14:05:00.000000000,25.0,False,2009-01-03 00:00:00,2021-07-27 15:39:00,4588 days 15:39:00.000000000,4588.0
59,18saWjMCchDTGWunefuDJSWNdz4p6KtfBL,100.0,0.0,12933,,12932.64700226,0.0,100.0,2018-12-04 20:03:00,2022-06-17 13:20:00,,,34,0.06774065965354684,100.0,100.0,0.0,100.0,1290 days 17:17:00.000000000,,,,1290.0,,,10.025307753689923,,,2022-06-17 13:20:00,25 days 03:40:00.000000000,25.0,False,2009-01-03 00:00:00,2018-12-04 20:03:00,3622 days 20:03:00.000000000,3622.0
60,1PL2cmmMLmGGDtqaSZJY8DR1iKJaziEPJv,91.0,0.0,12854,,12853.78692078,0.0,91.0,2018-12-04 20:03:00,2022-06-22 00:00:00,,,34,0.06732687227918432,91.0,100.0,0.0,100.0,1295 days 03:57:00.000000000,,,,1295.0,,,9.9257041859305,,,2022-06-22 00:00:00,20 days 17:00:00.000000000,20.0,False,2009-01-03 00:00:00,2018-12-04 20:03:00,3622 days 20:03:00.000000000,3622.0
61,3HSMPBUuAPQf6CU5B3qa6fALrrZXswHaF1,199.0,192.0,12549,Exchange,75309.01236633,62760.11518843,391.0,2021-04-01 00:50:00,2022-07-09 05:10:00,2021-05-13 23:28:00,2022-07-06 00:07:00,34,0.06572933874525316,7.0,50.89514066496164,49.10485933503836,1.7902813299232736,464 days 04:20:00.000000000,418 days 00:39:00.000000000,46 days 03:41:00.000000000,42 days 22:38:00.000000000,464.0,418.0,42.0,162.3039059619181,150.14381624026316,12.160089721654941,2022-07-09 05:10:00,3 days 11:50:00.000000000,3.0,False,2009-01-03 00:00:00,2021-04-01 00:50:00,4471 days 00:50:00.000000000,4471.0
62,bc1qw0pswznckx7s6tjmd2f5hrx4q6kc5nyrdxku50,345.0,0.0,12392,,12392.49378745,0.0,345.0,2021-07-25 16:18:00,2022-07-12 05:22:00,,,42,0.06490700181139351,345.0,100.0,0.0,100.0,351 days 13:04:00.000000000,,,,351.0,,,35.30625010669515,,,2022-07-12 05:22:00,0 days 11:38:00.000000000,0.0,False,2009-01-03 00:00:00,2021-07-25 16:18:00,4586 days 16:18:00.000000000,4586.0
63,bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9,76.0,60.0,12270,,222476.63273412,210206.19199281,136.0,2022-03-04 10:50:00,2022-07-12 09:23:00,2022-03-04 11:15:00,2022-07-12 03:22:00,42,0.06426798839782105,16.0,55.88235294117647,44.11764705882353,11.76470588235294,129 days 22:33:00.000000000,129 days 16:07:00.000000000,0 days 06:26:00.000000000,0 days 00:25:00.000000000,129.0,129.0,0.0,1724.6250599544187,1629.5053642853488,95.11969566906987,2022-07-12 09:23:00,0 days 07:37:00.000000000,0.0,False,2009-01-03 00:00:00,2022-03-04 10:50:00,4808 days 10:50:00.000000000,4808.0
64,13nwifHUz5ZfHuQhk5ETJ4BhmqbuQdvTFp,92.0,0.0,12189,,12189.08489943,0.0,92.0,2018-12-04 20:00:00,2022-06-22 03:12:00,,,34,0.06384372539372785,92.0,100.0,0.0,100.0,1295 days 07:12:00.000000000,,,,1295.0,,,9.412420771760617,,,2022-06-22 03:12:00,20 days 13:48:00.000000000,20.0,False,2009-01-03 00:00:00,2018-12-04 20:00:00,3622 days 20:00:00.000000000,3622.0
65,1FZy7CPFA2UqqQJYUA1cG9KvdDFbSMBJYG,84.0,63.0,12024,,32731.3959421,20707.513192099996,147.0,2021-12-15 21:53:00,2022-07-11 22:53:00,2021-12-16 01:54:00,2022-07-08 00:53:00,34,0.06297948594094542,21.0,57.14285714285714,42.857142857142854,14.285714285714285,208 days 01:00:00.000000000,203 days 22:59:00.000000000,4 days 02:01:00.000000000,0 days 04:01:00.000000000,208.0,203.0,0.0,157.36248049086538,102.00745414827584,55.35502634258954,2022-07-11 22:53:00,0 days 18:07:00.000000000,0.0,False,2009-01-03 00:00:00,2021-12-15 21:53:00,4729 days 21:53:00.000000000,4729.0
66,3GWUKxq55XsQ7rkzbxAgfSyf6KHp8Ljh3RÂ 2-of-3,36.0,11.0,12000,,,,47.0,2021-04-27 05:19:00,2022-06-17 02:55:00,2021-04-27 11:11:00,2022-04-12 15:24:00,42,0.06285377838417706,25.0,76.59574468085107,23.404255319148938,53.191489361702125,415 days 21:36:00.000000000,350 days 04:13:00.000000000,65 days 17:23:00.000000000,0 days 05:52:00.000000000,415.0,350.0,0.0,,,,2022-06-17 02:55:00,25 days 14:05:00.000000000,25.0,False,2009-01-03 00:00:00,2021-04-27 05:19:00,4497 days 05:19:00.000000000,4497.0
67,15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv,6.0,2.0,12000,,12000.00469617,0.00469617,8.0,2022-06-16 21:42:00,2022-07-08 18:14:00,2022-06-18 08:39:00,2022-06-18 08:39:00,34,0.06285377838417706,4.0,75.0,25.0,50.0,21 days 20:32:00.000000000,0 days 00:00:00.000000000,21 days 20:32:00.000000000,1 days 10:57:00.000000000,21.0,0.0,1.0,571.4287950557143,inf,-inf,2022-07-08 18:14:00,3 days 22:46:00.000000000,3.0,False,2009-01-03 00:00:00,2022-06-16 21:42:00,4912 days 21:42:00.000000000,4912.0
68,bc1q080rkmk3kj86pxvf5nkxecdrw6nrx3zzy9xl7q,221.0,175.0,11992,,37709.80400272,25717.70139847,396.0,2020-10-20 13:06:00,2022-06-27 10:54:00,2020-10-21 06:38:00,2022-07-08 14:59:00,42,0.06281187586525427,46.0,55.80808080808081,44.19191919191919,11.616161616161616,614 days 21:48:00.000000000,625 days 08:21:00.000000000,-11 days +13:27:00.000000000,0 days 17:32:00.000000000,614.0,625.0,0.0,61.416618896938104,41.148322237552,20.268296659386102,2022-07-08 14:59:00,4 days 02:01:00.000000000,4.0,False,2009-01-03 00:00:00,2020-10-20 13:06:00,4308 days 13:06:00.000000000,4308.0
69,1Cr7EjvS8C7gfarREHCvFhd9gT3r46pfLb,65.0,6.0,11400,,44968.08143333,33568.24850032,71.0,2018-01-07 13:57:00,2022-06-17 02:55:00,2019-10-11 10:09:00,2021-01-09 13:48:00,34,0.05971108946496821,59.0,91.54929577464789,8.450704225352112,83.09859154929578,1621 days 12:58:00.000000000,456 days 03:39:00.000000000,1165 days 09:19:00.000000000,641 days 20:12:00.000000000,1621.0,456.0,641.0,27.740950915070943,73.6145800445614,-45.87362912949045,2022-06-17 02:55:00,25 days 14:05:00.000000000,25.0,False,2009-01-03 00:00:00,2018-01-07 13:57:00,3291 days 13:57:00.000000000,3291.0
70,3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,207.0,178.0,11102,Exchange,158966.45596487,147864.38237669,385.0,2019-01-22 18:38:00,2022-07-07 16:07:00,2019-01-24 21:11:00,2022-07-06 00:07:00,34,0.05815022063509448,29.0,53.76623376623376,46.23376623376623,7.532467532467532,1261 days 21:29:00.000000000,1258 days 02:56:00.000000000,3 days 18:33:00.000000000,2 days 02:33:00.000000000,1261.0,1258.0,2.0,126.06380330283108,117.53925467145469,8.52454863137639,2022-07-07 16:07:00,5 days 00:53:00.000000000,5.0,False,2009-01-03 00:00:00,2019-01-22 18:38:00,3671 days 18:38:00.000000000,3671.0
71,3EEDeu13ex19AqQBTZStVsAFy6j1gRwgWcÂ 2-of-3,40.0,33.0,11062,,,,73.0,2021-06-09 17:47:00,2022-06-27 15:57:00,2021-06-10 14:37:00,2022-06-30 21:57:00,42,0.05794070804048055,7.0,54.794520547945204,45.20547945205479,9.58904109589041,382 days 22:10:00.000000000,385 days 07:20:00.000000000,-3 days +14:50:00.000000000,0 days 20:50:00.000000000,382.0,385.0,0.0,,,,2022-06-30 21:57:00,11 days 19:03:00.000000000,11.0,False,2009-01-03 00:00:00,2021-06-09 17:47:00,4540 days 17:47:00.000000000,4540.0
72,1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWC,94.0,0.0,10771,,10770.53470305,0.0,94.0,2011-08-09 00:14:00,2022-06-17 02:55:00,,,34,0.05641650391466427,94.0,100.0,0.0,100.0,3965 days 02:41:00.000000000,,,,3965.0,,,2.7164021949684742,,,2022-06-17 02:55:00,25 days 14:05:00.000000000,25.0,False,2009-01-03 00:00:00,2011-08-09 00:14:00,948 days 00:14:00.000000000,948.0
73,35pgGeez3ou6ofrpjt8T7bvC9t6RrUK4p6Â 2-of-3,535.0,407.0,10768,,,,942.0,2020-06-08 17:39:00,2022-07-11 20:05:00,2020-06-16 16:15:00,2022-07-07 17:11:00,42,0.05640079047006821,128.0,56.79405520169851,43.20594479830149,13.588110403397028,763 days 02:26:00.000000000,751 days 00:56:00.000000000,12 days 01:30:00.000000000,7 days 22:36:00.000000000,763.0,751.0,7.0,,,,2022-07-11 20:05:00,0 days 20:55:00.000000000,0.0,False,2009-01-03 00:00:00,2020-06-08 17:39:00,4174 days 17:39:00.000000000,4174.0
74,bc1qhd0r5kh3u9mhac7de58qd2rdfx4kkv84kpx302,15.0,0.0,10500,,10500.00169552,0.0,15.0,2020-12-28 20:43:00,2022-07-03 18:00:00,,,42,0.05499705608615493,15.0,100.0,0.0,100.0,551 days 21:17:00.000000000,,,,551.0,,,19.05626442018149,,,2022-07-03 18:00:00,8 days 23:00:00.000000000,8.0,False,2009-01-03 00:00:00,2020-12-28 20:43:00,4377 days 20:43:00.000000000,4377.0
75,bc1qjh0akslml59uuczddqu0y4p3vj64hg5mc94c40,7.0,1.0,10297,,10296.51557282,0.001,8.0,2021-03-11 15:37:00,2022-06-23 01:21:00,2021-04-01 09:16:00,2021-04-01 09:16:00,42,0.05393377966848927,6.0,87.5,12.5,75.0,468 days 09:44:00.000000000,0 days 00:00:00.000000000,468 days 09:44:00.000000000,20 days 17:39:00.000000000,468.0,0.0,20.0,22.001101651324788,inf,-inf,2022-06-23 01:21:00,19 days 15:39:00.000000000,19.0,False,2009-01-03 00:00:00,2021-03-11 15:37:00,4450 days 15:37:00.000000000,4450.0
76,bc1qu5mhu0nghreufhrvp8rrnuftlmukjhdarw8hxscjmwxxpf7csqnsnpy60t,3.0,0.0,10296,,10296.28161466,0.0,3.0,2022-06-07 08:40:00,2022-06-24 23:57:00,,,62,0.053928541853623925,3.0,100.0,0.0,100.0,17 days 15:17:00.000000000,,,,17.0,,,605.6636243917646,,,2022-06-24 23:57:00,17 days 17:03:00.000000000,17.0,False,2009-01-03 00:00:00,2022-06-07 08:40:00,4903 days 08:40:00.000000000,4903.0
77,1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccr,72.0,0.0,10009,,10009.26282042,0.0,72.0,2011-05-04 04:10:00,2022-06-17 03:10:00,,,33,0.05242528898726902,72.0,100.0,0.0,100.0,4061 days 23:00:00.000000000,,,,4061.0,,,2.4647285940458015,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2011-05-04 04:10:00,851 days 04:10:00.000000000,851.0
78,bc1qsxdxm0exqdsmnl9ejrz250xqxrxpxkgf5nhhtq,2.0,0.0,10002,,10001.7407437,0.0,2.0,2021-08-14 06:37:00,2022-06-17 03:10:00,,,42,0.05238862428321159,2.0,100.0,0.0,100.0,306 days 20:33:00.000000000,,,,306.0,,,32.685427266993464,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2021-08-14 06:37:00,4606 days 06:37:00.000000000,4606.0
79,bc1qtef0p08lputg4qazhx2md43ynhc9kp20pn297qnz68068d9z48asmemanj,4.0,2.0,10001,,20001.79776765,10001.0,6.0,2021-11-12 13:19:00,2022-06-17 03:10:00,2022-04-22 19:31:00,2022-04-22 19:31:00,62,0.052383386468346234,2.0,66.66666666666666,33.33333333333333,33.33333333333333,216 days 13:51:00.000000000,0 days 00:00:00.000000000,216 days 13:51:00.000000000,161 days 06:12:00.000000000,216.0,0.0,161.0,92.60091559097224,inf,-inf,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2021-11-12 13:19:00,4696 days 13:19:00.000000000,4696.0
80,1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fV,43.0,0.0,10000,,10000.07741876,0.0,43.0,2011-05-04 04:01:00,2022-06-17 03:10:00,,,34,0.05237814865348088,43.0,100.0,0.0,100.0,4061 days 23:09:00.000000000,,,,4061.0,,,2.4624667369514897,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2011-05-04 04:01:00,851 days 04:01:00.000000000,851.0
81,bc1qe75775tzuvspl59cw77ycc472jl0sgue69x3up,22.0,0.0,10000,,10000.04355857,0.0,22.0,2021-12-31 13:48:00,2022-06-17 03:10:00,,,42,0.05237814865348088,22.0,100.0,0.0,100.0,167 days 13:22:00.000000000,,,,167.0,,,59.88050035071856,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2021-12-31 13:48:00,4745 days 13:48:00.000000000,4745.0
82,14YK4mzJGo5NKkNnmVJeuEAQftLt795Gec,54.0,0.0,10000,,10000.03455676,0.0,54.0,2011-05-04 03:40:00,2022-06-17 03:10:00,,,34,0.05237814865348088,54.0,100.0,0.0,100.0,4061 days 23:30:00.000000000,,,,4061.0,,,2.462456182408274,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2011-05-04 03:40:00,851 days 03:40:00.000000000,851.0
83,1Ki3WTEEqTLPNsN5cGTsMkL2sJ4m5mdCXT,42.0,0.0,10000,,10000.02521437,0.0,42.0,2017-10-17 01:18:00,2022-06-17 03:10:00,,,34,0.05237814865348088,42.0,100.0,0.0,100.0,1704 days 01:52:00.000000000,,,,1704.0,,,5.86855939810446,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2017-10-17 01:18:00,3209 days 01:18:00.000000000,3209.0
84,35WHp4Hid61peyH4tuhNunwRj2gtNB41Lo,12.0,0.0,10000,,10000.01733782,0.0,12.0,2022-05-09 12:08:00,2022-06-17 03:10:00,,,34,0.05237814865348088,12.0,100.0,0.0,100.0,38 days 15:02:00.000000000,,,,38.0,,,263.15835099526316,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2022-05-09 12:08:00,4874 days 12:08:00.000000000,4874.0
85,1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYm,64.0,0.0,10000,,10000.01627012,0.0,64.0,2011-04-03 00:18:00,2022-06-17 03:10:00,,,34,0.05237814865348088,64.0,100.0,0.0,100.0,4093 days 02:52:00.000000000,,,,4093.0,,,2.4431996750842906,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2011-04-03 00:18:00,820 days 00:18:00.000000000,820.0
86,1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrt,50.0,0.0,10000,,10000.01252628,0.0,50.0,2011-05-04 03:14:00,2022-06-17 03:10:00,,,34,0.05237814865348088,50.0,100.0,0.0,100.0,4061 days 23:56:00.000000000,,,,4061.0,,,2.4624507575178525,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2011-05-04 03:14:00,851 days 03:14:00.000000000,851.0
87,12tLs9c9RsALt4ockxa1hB4iTCTSmxj2me,51.0,0.0,10000,,10000.01134115,0.0,51.0,2011-04-02 23:08:00,2022-06-17 03:10:00,,,34,0.05237814865348088,51.0,100.0,0.0,100.0,4093 days 04:02:00.000000000,,,,4093.0,,,2.4431984708404593,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2011-04-02 23:08:00,819 days 23:08:00.000000000,819.0
88,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,39.0,0.0,10000,,10000.01039895,0.0,39.0,2011-05-04 04:01:00,2022-06-17 03:10:00,,,33,0.05237814865348088,39.0,100.0,0.0,100.0,4061 days 23:09:00.000000000,,,,4061.0,,,2.462450233673972,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2011-05-04 04:01:00,851 days 04:01:00.000000000,851.0
89,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,38.0,0.0,10000,,10000.01029819,0.0,38.0,2011-05-04 03:28:00,2022-06-17 03:10:00,,,34,0.05237814865348088,38.0,100.0,0.0,100.0,4061 days 23:42:00.000000000,,,,4061.0,,,2.462450208862349,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2011-05-04 03:28:00,851 days 03:28:00.000000000,851.0
90,1LfV1tSt3KNyHpFJnAzrqsLFdeD2EvU1MK,75.0,13.0,10000,,20000.01374654,10000.00957003,88.0,2014-02-05 18:33:00,2022-04-06 05:22:00,2017-09-22 18:59:00,2018-04-19 14:34:00,34,0.05237814865348088,62.0,85.22727272727273,14.772727272727273,70.45454545454545,2981 days 10:49:00.000000000,208 days 19:35:00.000000000,2772 days 15:14:00.000000000,1325 days 00:26:00.000000000,2981.0,208.0,1325.0,6.709162612056357,48.076969086682695,-41.367806474626335,2022-04-06 05:22:00,97 days 11:38:00.000000000,97.0,False,2009-01-03 00:00:00,2014-02-05 18:33:00,1859 days 18:33:00.000000000,1859.0
91,bc1q5nfww5jn5k4ghg7dpa4gy85x7uu3l4g0m0re76,22.0,0.0,10000,,10000.0025085,0.0,22.0,2022-05-19 20:28:00,2022-06-17 03:10:00,,,42,0.05237814865348088,22.0,100.0,0.0,100.0,28 days 06:42:00.000000000,,,,28.0,,,357.14294673214283,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2022-05-19 20:28:00,4884 days 20:28:00.000000000,4884.0
92,bc1q4srun4yspqem2pqgk47eq9jspcht3fmyrmfdeu,21.0,0.0,10000,,10000.000006,0.0,21.0,2022-05-04 22:08:00,2022-06-17 03:10:00,,,42,0.05237814865348088,21.0,100.0,0.0,100.0,43 days 05:02:00.000000000,,,,43.0,,,232.5581396744186,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2022-05-04 22:08:00,4869 days 22:08:00.000000000,4869.0
93,bc1qe39l9l84sa44r9j2jjkgdc7p4ltj3sracd932k,21.0,0.0,10000,,10000.000006,0.0,21.0,2022-04-25 12:11:00,2022-06-17 03:10:00,,,42,0.05237814865348088,21.0,100.0,0.0,100.0,52 days 14:59:00.000000000,,,,52.0,,,192.30769242307693,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2022-04-25 12:11:00,4860 days 12:11:00.000000000,4860.0
94,bc1qvy0sp8cdj3cv2wwh05scucxw6vxqpdlhfjvqn8,21.0,0.0,10000,,10000.000006,0.0,21.0,2022-05-11 17:16:00,2022-06-17 03:10:00,,,42,0.05237814865348088,21.0,100.0,0.0,100.0,36 days 09:54:00.000000000,,,,36.0,,,277.77777794444444,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2022-05-11 17:16:00,4876 days 17:16:00.000000000,4876.0
95,bc1qm6q8tgml3cr9gpx63a5jqtj2dxlsyz4q3ghjlf,19.0,0.0,10000,,10000.000006,0.0,19.0,2022-04-08 14:20:00,2022-06-17 03:10:00,,,42,0.05237814865348088,19.0,100.0,0.0,100.0,69 days 12:50:00.000000000,,,,69.0,,,144.9275363188406,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2022-04-08 14:20:00,4843 days 14:20:00.000000000,4843.0
96,1EU2pMence1UfifCco2UHJCdoqorAtpT7,27.0,0.0,10000,,9999.99965367,0.0,27.0,2018-05-29 23:32:00,2022-06-17 03:10:00,,,33,0.05237814865348088,27.0,100.0,0.0,100.0,1479 days 03:38:00.000000000,,,,1479.0,,,6.761324985578093,,,2022-06-17 03:10:00,25 days 13:50:00.000000000,25.0,False,2009-01-03 00:00:00,2018-05-29 23:32:00,3433 days 23:32:00.000000000,3433.0
97,bc1qlkdlchlylfdkspvevnlqqlmt4l222hwva2z3n7,2.0,0.0,9906,,9905.97138833,0.0,2.0,2021-07-29 19:26:00,2022-06-17 03:50:00,,,42,0.05188579405613817,2.0,100.0,0.0,100.0,322 days 08:24:00.000000000,,,,322.0,,,30.763886299161488,,,2022-06-17 03:50:00,25 days 13:10:00.000000000,25.0,False,2009-01-03 00:00:00,2021-07-29 19:26:00,4590 days 19:26:00.000000000,4590.0
98,bc1qg6kqkkaexnxpvle8w3zy5j7w4k9uz5rqmrx5lw,2.0,0.0,9905,,9904.96471501,0.0,2.0,2021-07-29 19:26:00,2022-06-17 03:50:00,,,42,0.051880556241272816,2.0,100.0,0.0,100.0,322 days 08:24:00.000000000,,,,322.0,,,30.760759984503107,,,2022-06-17 03:50:00,25 days 13:10:00.000000000,25.0,False,2009-01-03 00:00:00,2021-07-29 19:26:00,4590 days 19:26:00.000000000,4590.0
